"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"93","RT @AKutieNameKim: The Season finale of Keeping Up With The Kardashians airs tonight at 9/8c on E! #KUWTK <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> https://t.co/kpZwqFpHQB",FALSE,0,NA,2017-06-11 19:37:24,FALSE,NA,"873987548800065537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",137,TRUE,FALSE,NA,NA
"94","Season 13 Finale is tomorrow! #KUWTK",FALSE,9452,NA,2017-06-11 00:28:05,FALSE,NA,"873698313475833857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",954,FALSE,FALSE,NA,NA
"95","DASH x CH Annual Charity Ride is on June 17th, book your bike now! https://t.co/I07Btz3q9C https://t.co/u8QIp733o1",FALSE,2117,NA,2017-06-09 16:54:23,FALSE,NA,"873221751404060672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKardashian",276,FALSE,FALSE,NA,NA
"96","Standing in long lines is tolerable iff there are people behind me.",FALSE,63,NA,2017-06-16 15:41:54,FALSE,NA,"875740223593865216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",14,FALSE,FALSE,NA,NA
"97","RT @sehurlburt: Warning Signs of Abusive Companies and People https://t.co/hkxPZq3mz8",FALSE,0,NA,2017-06-16 15:21:22,FALSE,NA,"875735056509149184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",185,TRUE,FALSE,NA,NA
"98","@ProperCloth I would like more cuff options on your short sleeved shirts. Plain is so...plain. #happycustomer",FALSE,1,"ProperCloth",2017-06-15 16:54:52,FALSE,NA,"875396197464154112","17415379","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",0,FALSE,FALSE,NA,NA
"99","@mstodd66 I don't mean to wag a finger. I was a misogynistic asshole engineer well into my 30s.",FALSE,0,"mstodd66",2017-06-14 22:44:45,FALSE,"875119633195466755","875121862660902912","41420788","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",0,FALSE,FALSE,NA,NA
"100","@mstodd66 How's that working out? (You might want, as I did, to humbly ask a few female engineers about their experience before answering.)",FALSE,1,"mstodd66",2017-06-14 22:22:24,FALSE,"875114587640799233","875116237629542400","41420788","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",0,FALSE,FALSE,NA,NA
"101","@mstodd66 The best solution I can imagine is that the abusive person not abuse. Having abused, they suffer the cons… https://t.co/kH3HJ7JqM2",FALSE,0,"mstodd66",2017-06-14 22:12:19,TRUE,"875113199162589184","875113698569854976","41420788","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",0,FALSE,FALSE,NA,NA
"102","@mstodd66 @travisk @Uber we converse on a private thread and jointly summarize when we are done",FALSE,4,"mstodd66",2017-06-14 21:53:18,FALSE,"875108432369647619","875108914420776961","41420788","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",0,FALSE,FALSE,NA,NA
"103","@mstodd66 @travisk @Uber so if someone has to put up with an abusive asshole it's their fault for staying?",FALSE,2,"mstodd66",2017-06-14 21:35:45,FALSE,"875101877146451968","875104497051156480","41420788","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",0,FALSE,FALSE,NA,NA
"104","@travisk ""we pledge on our sacred honor to investigate your reports"". how about ""the need to report will be eliminated at the source""?",FALSE,18,"KentBeck",2017-06-14 21:21:11,FALSE,"875100405910323200","875100831070076928","16891384","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",2,FALSE,FALSE,NA,NA
"105","hey @travisk, you created a shitty, abusive place for some people to work. how about saying, ""i created a shitty, abusive place...""?",FALSE,66,"KentBeck",2017-06-14 21:19:30,FALSE,"875100008009183232","875100405910323200","16891384","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",25,FALSE,FALSE,NA,NA
"106","step 4. we made a searching and fearless moral inventory. acknowledging the past is the door to a different future.",FALSE,9,"KentBeck",2017-06-14 21:17:55,FALSE,"875099636175781888","875100008009183232","16891384","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",4,FALSE,FALSE,NA,NA
"107","how many reports of sexual harassment were ignored? how many cases went unreported?",FALSE,24,"KentBeck",2017-06-14 21:16:26,FALSE,"875099274798710784","875099636175781888","16891384","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",3,FALSE,FALSE,NA,NA
"108","what's missing for me in all the Uber proclamations is any acknowledgement of what the past and present were like.",FALSE,50,NA,2017-06-14 21:15:00,FALSE,NA,"875099274798710784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",12,FALSE,FALSE,NA,NA
"109","@marick @patrick_mc Early Smalltalkers valorized self-doubt? Nope. Some of the most justifiably confident programmers I've met.",FALSE,7,"marick",2017-06-14 06:46:36,FALSE,"874812454353723392","874880737597698048","8864512","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",3,FALSE,FALSE,NA,NA
"110","@VarunJuice Everything at Uber is someone else's problem",FALSE,1,"VarunJuice",2017-06-13 17:24:52,FALSE,"874678811882774528","874678974068150274","22936120","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",0,FALSE,FALSE,NA,NA
"111","@VarunJuice Also from the Bloomberg writeup: calling them ""off the cuff"" remarks is minimization. ""Inadvertently honest"", perhaps?",FALSE,0,"KentBeck",2017-06-13 17:24:10,FALSE,"874678430578597888","874678797185859584","16891384","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",0,FALSE,FALSE,NA,NA
"112","@VarunJuice There is someone who could use a Costco-sized box of I Statements",FALSE,1,"VarunJuice",2017-06-13 17:22:43,FALSE,"874651330534453249","874678430578597888","22936120","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",0,FALSE,FALSE,NA,NA
"113","@johanneslink ""clear""? no. tidyings are all refactorings but tend toward the smaller and less controversial. it's m… https://t.co/uMJ7kOIfiD",FALSE,1,"johanneslink",2017-06-13 15:36:40,TRUE,"874562086558474242","874651744734543873","17947950","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",1,FALSE,FALSE,NA,NA
"114","TFW they say ""over the years..."" and they mean ""3"" :(",FALSE,31,NA,2017-06-12 23:10:20,FALSE,NA,"874403523449860096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",4,FALSE,FALSE,NA,NA
"115","Wish I was there https://t.co/j3T8uFgp8Z",FALSE,6,NA,2017-06-12 14:51:05,FALSE,NA,"874277883681808384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",0,FALSE,FALSE,NA,NA
"116","@nitsanw You win today's interwebs",FALSE,2,"nitsanw",2017-06-12 14:50:14,FALSE,"874199586948173824","874277669575114752","1022008639","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",0,FALSE,FALSE,NA,NA
"117","If you wonder why I'm so high on African developers, @nadayar offers a clear, compelling, and personal perspective https://t.co/EMlMO3UGbZ",FALSE,37,NA,2017-06-12 14:47:55,FALSE,NA,"874277085346267136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",17,FALSE,FALSE,NA,NA
"118","@agileklzkittens @facebook How did you guess?",FALSE,1,"agileklzkittens",2017-06-11 21:11:03,FALSE,"873688834017505281","874011119609724928","4377156382","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KentBeck",0,FALSE,FALSE,NA,NA
"119","RT @chicgeek: DELETE DEAD CODE.
Don't leave it for someone else.
Don't comment it out.
We use version control.
Just bin it.

Via @saleandro…",FALSE,0,NA,2017-06-09 22:49:33,FALSE,NA,"873311130415898625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KentBeck",759,TRUE,FALSE,NA,NA
"120","Happy Father’s Day, Dad! Thank you for making me into the man I am today. https://t.co/aOgOPOmuAK",FALSE,18634,NA,2017-06-18 12:32:01,FALSE,NA,"876417214064283648",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","BillGates",3141,FALSE,FALSE,NA,NA
"121","Because of groups like @Rotary, more than 16M people are walking today who would have been paralyzed by polio. https://t.co/i6HjSU3axW",FALSE,5512,NA,2017-06-17 15:44:00,FALSE,NA,"876103139375579137",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","BillGates",1355,FALSE,FALSE,NA,NA
"122","By making it easier to send and receive money, M-Pesa is transforming the daily lives of people in Kenya. https://t.co/RSZ9CY5HKe",FALSE,2990,NA,2017-06-16 12:08:00,FALSE,NA,"875686393330225152",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","BillGates",848,FALSE,FALSE,NA,NA
